sref,cref,bref,tipChord,leadingEdgeX,taperStartY,transitionEndY,fuselageLength,fuselageEndY,taperRatio,taperPositionRatio,transitionWidth,transitionSetbackRatio
1.7839,0.672,3.0328,0.3658,0.569,0.4711,0.2098,1.3208,0.0574,0.6,0.2,0.1524,0.8
1.8772,0.6475,3.0328,0.2438,0.2438,1.2675,0.2722,0.9144,0.1198,0.4,0.8,0.1524,0.8
1.8969,0.6627,3.0328,0.2438,0.3251,1.263,0.2494,1.016,0.097,0.4,0.8,0.1524,0.8
1.9138,0.6776,3.0328,0.2438,0.4064,1.2596,0.2326,1.1176,0.0802,0.4,0.8,0.1524,0.8
1.929,0.6925,3.0328,0.2438,0.4877,1.2571,0.2198,1.2192,0.0674,0.4,0.8,0.1524,0.8
1.9432,0.7076,3.0328,0.2438,0.569,1.2551,0.2098,1.3208,0.0574,0.4,0.8,0.1524,0.8
1.7862,0.6308,3.0328,0.2438,0.2438,1.0187,0.2722,0.9144,0.1198,0.4,0.6,0.1524,0.8
1.8042,0.6467,3.0328,0.2438,0.3251,1.0096,0.2494,1.016,0.097,0.4,0.6,0.1524,0.8
1.8198,0.6622,3.0328,0.2438,0.4064,1.0029,0.2326,1.1176,0.0802,0.4,0.6,0.1524,0.8
1.8341,0.6778,3.0328,0.2438,0.4877,0.9977,0.2198,1.2192,0.0674,0.4,0.6,0.1524,0.8
1.8477,0.6937,3.0328,0.2438,0.569,0.9938,0.2098,1.3208,0.0574,0.4,0.6,0.1524,0.8
1.6952,0.6123,3.0328,0.2438,0.2438,0.7699,0.2722,0.9144,0.1198,0.4,0.4,0.1524,0.8
1.7115,0.6289,3.0328,0.2438,0.3251,0.7562,0.2494,1.016,0.097,0.4,0.4,0.1524,0.8
1.7259,0.6452,3.0328,0.2438,0.4064,0.7461,0.2326,1.1176,0.0802,0.4,0.4,0.1524,0.8
1.7393,0.6616,3.0328,0.2438,0.4877,0.7384,0.2198,1.2192,0.0674,0.4,0.4,0.1524,0.8
1.7521,0.6783,3.0328,0.2438,0.569,0.7324,0.2098,1.3208,0.0574,0.4,0.4,0.1524,0.8
1.6042,0.5917,3.0328,0.2438,0.2438,0.521,0.2722,0.9144,0.1198,0.4,0.2,0.1524,0.8
1.6188,0.609,3.0328,0.2438,0.3251,0.5028,0.2494,1.016,0.097,0.4,0.2,0.1524,0.8
1.632,0.6262,3.0328,0.2438,0.4064,0.4893,0.2326,1.1176,0.0802,0.4,0.2,0.1524,0.8
1.6444,0.6435,3.0328,0.2438,0.4877,0.4791,0.2198,1.2192,0.0674,0.4,0.2,0.1524,0.8
1.6565,0.6612,3.0328,0.2438,0.569,0.4711,0.2098,1.3208,0.0574,0.4,0.2,0.1524,0.8
1.8469,0.6475,3.0328,0.1219,0.2438,1.2675,0.2722,0.9144,0.1198,0.2,0.8,0.1524,0.8
1.866,0.6629,3.0328,0.1219,0.3251,1.263,0.2494,1.016,0.097,0.2,0.8,0.1524,0.8
1.8824,0.678,3.0328,0.1219,0.4064,1.2596,0.2326,1.1176,0.0802,0.2,0.8,0.1524,0.8
1.8974,0.6932,3.0328,0.1219,0.4877,1.2571,0.2198,1.2192,0.0674,0.2,0.8,0.1524,0.8
1.9114,0.7085,3.0328,0.1219,0.569,1.2551,0.2098,1.3208,0.0574,0.2,0.8,0.1524,0.8
1.7255,0.6302,3.0328,0.1219,0.2438,1.0187,0.2722,0.9144,0.1198,0.2,0.6,0.1524,0.8
1.7424,0.6465,3.0328,0.1219,0.3251,1.0096,0.2494,1.016,0.097,0.2,0.6,0.1524,0.8
1.7572,0.6626,3.0328,0.1219,0.4064,1.0029,0.2326,1.1176,0.0802,0.2,0.6,0.1524,0.8
1.7709,0.6788,3.0328,0.1219,0.4877,0.9977,0.2198,1.2192,0.0674,0.2,0.6,0.1524,0.8
1.7839,0.6953,3.0328,0.1219,0.569,0.9938,0.2098,1.3208,0.0574,0.2,0.6,0.1524,0.8
1.6042,0.6102,3.0328,0.1219,0.2438,0.7699,0.2722,0.9144,0.1198,0.2,0.4,0.1524,0.8
1.6188,0.6276,3.0328,0.1219,0.3251,0.7562,0.2494,1.016,0.097,0.2,0.4,0.1524,0.8
1.632,0.6449,3.0328,0.1219,0.4064,0.7461,0.2326,1.1176,0.0802,0.2,0.4,0.1524,0.8
1.6444,0.6623,3.0328,0.1219,0.4877,0.7384,0.2198,1.2192,0.0674,0.2,0.4,0.1524,0.8
1.6565,0.68,3.0328,0.1219,0.569,0.7324,0.2098,1.3208,0.0574,0.2,0.4,0.1524,0.8
1.4828,0.587,3.0328,0.1219,0.2438,0.521,0.2722,0.9144,0.1198,0.2,0.2,0.1524,0.8
1.4953,0.6056,3.0328,0.1219,0.3251,0.5028,0.2494,1.016,0.097,0.2,0.2,0.1524,0.8
1.5068,0.6242,3.0328,0.1219,0.4064,0.4893,0.2326,1.1176,0.0802,0.2,0.2,0.1524,0.8
1.518,0.643,3.0328,0.1219,0.4877,0.4791,0.2198,1.2192,0.0674,0.2,0.2,0.1524,0.8
1.5291,0.6621,3.0328,0.1219,0.569,0.4711,0.2098,1.3208,0.0574,0.2,0.2,0.1524,0.8
1.9128,0.6455,3.0328,0.4877,0.3048,1.2523,0.196,0.9144,0.1198,0.8,0.8,0.0762,1
1.9259,0.6564,3.0328,0.4877,0.4064,1.2478,0.1732,1.016,0.097,0.8,0.8,0.0762,1
1.9358,0.6665,3.0328,0.4877,0.508,1.2444,0.1564,1.1176,0.0802,0.8,0.8,0.0762,1
1.9439,0.6763,3.0328,0.4877,0.6096,1.2418,0.1436,1.2192,0.0674,0.8,0.8,0.0762,1
1.9509,0.6859,3.0328,0.4877,0.7112,1.2398,0.1336,1.3208,0.0574,0.8,0.8,0.0762,1
1.8806,0.6371,3.0328,0.4877,0.3048,0.9882,0.196,0.9144,0.1198,0.8,0.6,0.0762,1
1.8931,0.648,3.0328,0.4877,0.4064,0.9791,0.1732,1.016,0.097,0.8,0.6,0.0762,1
1.9026,0.6583,3.0328,0.4877,0.508,0.9724,0.1564,1.1176,0.0802,0.8,0.6,0.0762,1
1.9104,0.6682,3.0328,0.4877,0.6096,0.9673,0.1436,1.2192,0.0674,0.8,0.6,0.0762,1
1.9172,0.6779,3.0328,0.4877,0.7112,0.9633,0.1336,1.3208,0.0574,0.8,0.6,0.0762,1
1.8484,0.6283,3.0328,0.4877,0.3048,0.7241,0.196,0.9144,0.1198,0.8,0.4,0.0762,1
1.8603,0.6394,3.0328,0.4877,0.4064,0.7105,0.1732,1.016,0.097,0.8,0.4,0.0762,1
1.8695,0.6498,3.0328,0.4877,0.508,0.7004,0.1564,1.1176,0.0802,0.8,0.4,0.0762,1
1.877,0.6598,3.0328,0.4877,0.6096,0.6927,0.1436,1.2192,0.0674,0.8,0.4,0.0762,1
1.8835,0.6697,3.0328,0.4877,0.7112,0.6867,0.1336,1.3208,0.0574,0.8,0.4,0.0762,1
1.8162,0.6193,3.0328,0.4877,0.3048,0.4601,0.196,0.9144,0.1198,0.8,0.2,0.0762,1
1.8276,0.6305,3.0328,0.4877,0.4064,0.4419,0.1732,1.016,0.097,0.8,0.2,0.0762,1
1.8363,0.641,3.0328,0.4877,0.508,0.4284,0.1564,1.1176,0.0802,0.8,0.2,0.0762,1
1.8435,0.6512,3.0328,0.4877,0.6096,0.4181,0.1436,1.2192,0.0674,0.8,0.2,0.0762,1
1.8498,0.6611,3.0328,0.4877,0.7112,0.4102,0.1336,1.3208,0.0574,0.8,0.2,0.0762,1
1.8806,0.6398,3.0328,0.3658,0.3048,1.2523,0.196,0.9144,0.1198,0.6,0.8,0.0762,1
1.8931,0.6509,3.0328,0.3658,0.4064,1.2478,0.1732,1.016,0.097,0.6,0.8,0.0762,1
1.9026,0.6612,3.0328,0.3658,0.508,1.2444,0.1564,1.1176,0.0802,0.6,0.8,0.0762,1
1.9104,0.6711,3.0328,0.3658,0.6096,1.2418,0.1436,1.2192,0.0674,0.6,0.8,0.0762,1
1.9172,0.6808,3.0328,0.3658,0.7112,1.2398,0.1336,1.3208,0.0574,0.6,0.8,0.0762,1
1.8162,0.6251,3.0328,0.3658,0.3048,0.9882,0.196,0.9144,0.1198,0.6,0.6,0.0762,1
1.8276,0.6363,3.0328,0.3658,0.4064,0.9791,0.1732,1.016,0.097,0.6,0.6,0.0762,1
1.8363,0.6469,3.0328,0.3658,0.508,0.9724,0.1564,1.1176,0.0802,0.6,0.6,0.0762,1
1.8435,0.6571,3.0328,0.3658,0.6096,0.9673,0.1436,1.2192,0.0674,0.6,0.6,0.0762,1
1.8498,0.6671,3.0328,0.3658,0.7112,0.9633,0.1336,1.3208,0.0574,0.6,0.6,0.0762,1
1.7518,0.6092,3.0328,0.3658,0.3048,0.7241,0.196,0.9144,0.1198,0.6,0.4,0.0762,1
1.7621,0.6207,3.0328,0.3658,0.4064,0.7105,0.1732,1.016,0.097,0.6,0.4,0.0762,1
1.77,0.6315,3.0328,0.3658,0.508,0.7004,0.1564,1.1176,0.0802,0.6,0.4,0.0762,1
1.7765,0.642,3.0328,0.3658,0.6096,0.6927,0.1436,1.2192,0.0674,0.6,0.4,0.0762,1
1.7823,0.6523,3.0328,0.3658,0.7112,0.6867,0.1336,1.3208,0.0574,0.6,0.4,0.0762,1
1.6874,0.5921,3.0328,0.3658,0.3048,0.4601,0.196,0.9144,0.1198,0.6,0.2,0.0762,1
1.6966,0.6039,3.0328,0.3658,0.4064,0.4419,0.1732,1.016,0.097,0.6,0.2,0.0762,1
1.7037,0.615,3.0328,0.3658,0.508,0.4284,0.1564,1.1176,0.0802,0.6,0.2,0.0762,1
1.7096,0.6258,3.0328,0.3658,0.6096,0.4181,0.1436,1.2192,0.0674,0.6,0.2,0.0762,1
1.7149,0.6364,3.0328,0.3658,0.7112,0.4102,0.1336,1.3208,0.0574,0.6,0.2,0.0762,1
1.8484,0.6368,3.0328,0.2438,0.3048,1.2523,0.196,0.9144,0.1198,0.4,0.8,0.0762,1
1.8603,0.648,3.0328,0.2438,0.4064,1.2478,0.1732,1.016,0.097,0.4,0.8,0.0762,1
1.8695,0.6585,3.0328,0.2438,0.508,1.2444,0.1564,1.1176,0.0802,0.4,0.8,0.0762,1
1.877,0.6685,3.0328,0.2438,0.6096,1.2418,0.1436,1.2192,0.0674,0.4,0.8,0.0762,1
1.8835,0.6784,3.0328,0.2438,0.7112,1.2398,0.1336,1.3208,0.0574,0.4,0.8,0.0762,1
1.7518,0.6182,3.0328,0.2438,0.3048,0.9882,0.196,0.9144,0.1198,0.4,0.6,0.0762,1
1.7621,0.6298,3.0328,0.2438,0.4064,0.9791,0.1732,1.016,0.097,0.4,0.6,0.0762,1
1.77,0.6407,3.0328,0.2438,0.508,0.9724,0.1564,1.1176,0.0802,0.4,0.6,0.0762,1
1.7765,0.6512,3.0328,0.2438,0.6096,0.9673,0.1436,1.2192,0.0674,0.4,0.6,0.0762,1
1.7823,0.6616,3.0328,0.2438,0.7112,0.9633,0.1336,1.3208,0.0574,0.4,0.6,0.0762,1
1.6553,0.5973,3.0328,0.2438,0.3048,0.7241,0.196,0.9144,0.1198,0.4,0.4,0.0762,1
1.6638,0.6093,3.0328,0.2438,0.4064,0.7105,0.1732,1.016,0.097,0.4,0.4,0.0762,1
1.6705,0.6207,3.0328,0.2438,0.508,0.7004,0.1564,1.1176,0.0802,0.4,0.4,0.0762,1
1.6761,0.6318,3.0328,0.2438,0.6096,0.6927,0.1436,1.2192,0.0674,0.4,0.4,0.0762,1
1.6812,0.6427,3.0328,0.2438,0.7112,0.6867,0.1336,1.3208,0.0574,0.4,0.4,0.0762,1
1.5587,0.5739,3.0328,0.2438,0.3048,0.4601,0.196,0.9144,0.1198,0.4,0.2,0.0762,1
1.5656,0.5864,3.0328,0.2438,0.4064,0.4419,0.1732,1.016,0.097,0.4,0.2,0.0762,1
1.571,0.5983,3.0328,0.2438,0.508,0.4284,0.1564,1.1176,0.0802,0.4,0.2,0.0762,1
1.5757,0.6099,3.0328,0.2438,0.6096,0.4181,0.1436,1.2192,0.0674,0.4,0.2,0.0762,1
1.58,0.6214,3.0328,0.2438,0.7112,0.4102,0.1336,1.3208,0.0574,0.4,0.2,0.0762,1
1.8162,0.6366,3.0328,0.1219,0.3048,1.2523,0.196,0.9144,0.1198,0.2,0.8,0.0762,1
1.8276,0.648,3.0328,0.1219,0.4064,1.2478,0.1732,1.016,0.097,0.2,0.8,0.0762,1
1.8363,0.6586,3.0328,0.1219,0.508,1.2444,0.1564,1.1176,0.0802,0.2,0.8,0.0762,1
1.8435,0.6689,3.0328,0.1219,0.6096,1.2418,0.1436,1.2192,0.0674,0.2,0.8,0.0762,1
1.8498,0.6789,3.0328,0.1219,0.7112,1.2398,0.1336,1.3208,0.0574,0.2,0.8,0.0762,1
1.6874,0.6169,3.0328,0.1219,0.3048,0.9882,0.196,0.9144,0.1198,0.2,0.6,0.0762,1
1.6966,0.629,3.0328,0.1219,0.4064,0.9791,0.1732,1.016,0.097,0.2,0.6,0.0762,1
1.7037,0.6403,3.0328,0.1219,0.508,0.9724,0.1564,1.1176,0.0802,0.2,0.6,0.0762,1
1.7096,0.6512,3.0328,0.1219,0.6096,0.9673,0.1436,1.2192,0.0674,0.2,0.6,0.0762,1
1.7149,0.662,3.0328,0.1219,0.7112,0.9633,0.1336,1.3208,0.0574,0.2,0.6,0.0762,1
1.5587,0.594,3.0328,0.1219,0.3048,0.7241,0.196,0.9144,0.1198,0.2,0.4,0.0762,1
1.5656,0.6068,3.0328,0.1219,0.4064,0.7105,0.1732,1.016,0.097,0.2,0.4,0.0762,1
1.571,0.6189,3.0328,0.1219,0.508,0.7004,0.1564,1.1176,0.0802,0.2,0.4,0.0762,1
1.5757,0.6306,3.0328,0.1219,0.6096,0.6927,0.1436,1.2192,0.0674,0.2,0.4,0.0762,1
1.58,0.6422,3.0328,0.1219,0.7112,0.6867,0.1336,1.3208,0.0574,0.2,0.4,0.0762,1
1.4299,0.567,3.0328,0.1219,0.3048,0.4601,0.196,0.9144,0.1198,0.2,0.2,0.0762,1
1.4346,0.5805,3.0328,0.1219,0.4064,0.4419,0.1732,1.016,0.097,0.2,0.2,0.0762,1
1.4384,0.5935,3.0328,0.1219,0.508,0.4284,0.1564,1.1176,0.0802,0.2,0.2,0.0762,1
1.4418,0.6061,3.0328,0.1219,0.6096,0.4181,0.1436,1.2192,0.0674,0.2,0.2,0.0762,1
1.4451,0.6187,3.0328,0.1219,0.7112,0.4102,0.1336,1.3208,0.0574,0.2,0.2,0.0762,1
1.9254,0.6504,3.0328,0.4877,0.3048,1.2599,0.2341,0.9144,0.1198,0.8,0.8,0.1143,1
1.9423,0.6633,3.0328,0.4877,0.4064,1.2554,0.2113,1.016,0.097,0.8,0.8,0.1143,1
1.9561,0.6756,3.0328,0.4877,0.508,1.252,0.1945,1.1176,0.0802,0.8,0.8,0.1143,1
1.9681,0.6877,3.0328,0.4877,0.6096,1.2494,0.1817,1.2192,0.0674,0.8,0.8,0.1143,1
1.9789,0.6999,3.0328,0.4877,0.7112,1.2474,0.1717,1.3208,0.0574,0.8,0.8,0.1143,1
1.8941,0.6424,3.0328,0.4877,0.3048,1.0035,0.2341,0.9144,0.1198,0.8,0.6,0.1143,1
1.9104,0.6553,3.0328,0.4877,0.4064,0.9944,0.2113,1.016,0.097,0.8,0.6,0.1143,1
1.9238,0.6678,3.0328,0.4877,0.508,0.9876,0.1945,1.1176,0.0802,0.8,0.6,0.1143,1
1.9355,0.6802,3.0328,0.4877,0.6096,0.9825,0.1817,1.2192,0.0674,0.8,0.6,0.1143,1
1.9461,0.6925,3.0328,0.4877,0.7112,0.9785,0.1717,1.3208,0.0574,0.8,0.6,0.1143,1
1.8628,0.634,3.0328,0.4877,0.3048,0.747,0.2341,0.9144,0.1198,0.8,0.4,0.1143,1
1.8786,0.6472,3.0328,0.4877,0.4064,0.7333,0.2113,1.016,0.097,0.8,0.4,0.1143,1
1.8916,0.6598,3.0328,0.4877,0.508,0.7232,0.1945,1.1176,0.0802,0.8,0.4,0.1143,1
1.903,0.6723,3.0328,0.4877,0.6096,0.7156,0.1817,1.2192,0.0674,0.8,0.4,0.1143,1
1.9134,0.6849,3.0328,0.4877,0.7112,0.7096,0.1717,1.3208,0.0574,0.8,0.4,0.1143,1
1.8316,0.6254,3.0328,0.4877,0.3048,0.4905,0.2341,0.9144,0.1198,0.8,0.2,0.1143,1
1.8468,0.6387,3.0328,0.4877,0.4064,0.4723,0.2113,1.016,0.097,0.8,0.2,0.1143,1
1.8594,0.6515,3.0328,0.4877,0.508,0.4589,0.1945,1.1176,0.0802,0.8,0.2,0.1143,1
1.8704,0.6642,3.0328,0.4877,0.6096,0.4486,0.1817,1.2192,0.0674,0.8,0.2,0.1143,1
1.8806,0.677,3.0328,0.4877,0.7112,0.4406,0.1717,1.3208,0.0574,0.8,0.2,0.1143,1
1.8941,0.645,3.0328,0.3658,0.3048,1.2599,0.2341,0.9144,0.1198,0.6,0.8,0.1143,1
1.9104,0.6581,3.0328,0.3658,0.4064,1.2554,0.2113,1.016,0.097,0.6,0.8,0.1143,1
1.9238,0.6706,3.0328,0.3658,0.508,1.252,0.1945,1.1176,0.0802,0.6,0.8,0.1143,1
1.9355,0.6829,3.0328,0.3658,0.6096,1.2494,0.1817,1.2192,0.0674,0.6,0.8,0.1143,1
1.9461,0.6952,3.0328,0.3658,0.7112,1.2474,0.1717,1.3208,0.0574,0.6,0.8,0.1143,1
1.8316,0.631,3.0328,0.3658,0.3048,1.0035,0.2341,0.9144,0.1198,0.6,0.6,0.1143,1
1.8468,0.6443,3.0328,0.3658,0.4064,0.9944,0.2113,1.016,0.097,0.6,0.6,0.1143,1
1.8594,0.6572,3.0328,0.3658,0.508,0.9876,0.1945,1.1176,0.0802,0.6,0.6,0.1143,1
1.8704,0.6699,3.0328,0.3658,0.6096,0.9825,0.1817,1.2192,0.0674,0.6,0.6,0.1143,1
1.8806,0.6826,3.0328,0.3658,0.7112,0.9785,0.1717,1.3208,0.0574,0.6,0.6,0.1143,1
1.769,0.6159,3.0328,0.3658,0.3048,0.747,0.2341,0.9144,0.1198,0.6,0.4,0.1143,1
1.7832,0.6296,3.0328,0.3658,0.4064,0.7333,0.2113,1.016,0.097,0.6,0.4,0.1143,1
1.7949,0.6428,3.0328,0.3658,0.508,0.7232,0.1945,1.1176,0.0802,0.6,0.4,0.1143,1
1.8053,0.6559,3.0328,0.3658,0.6096,0.7156,0.1817,1.2192,0.0674,0.6,0.4,0.1143,1
1.815,0.6691,3.0328,0.3658,0.7112,0.7096,0.1717,1.3208,0.0574,0.6,0.4,0.1143,1
1.7065,0.5998,3.0328,0.3658,0.3048,0.4905,0.2341,0.9144,0.1198,0.6,0.2,0.1143,1
1.7195,0.6138,3.0328,0.3658,0.4064,0.4723,0.2113,1.016,0.097,0.6,0.2,0.1143,1
1.7304,0.6274,3.0328,0.3658,0.508,0.4589,0.1945,1.1176,0.0802,0.6,0.2,0.1143,1
1.7402,0.6409,3.0328,0.3658,0.6096,0.4486,0.1817,1.2192,0.0674,0.6,0.2,0.1143,1
1.7494,0.6546,3.0328,0.3658,0.7112,0.4406,0.1717,1.3208,0.0574,0.6,0.2,0.1143,1
1.8628,0.6422,3.0328,0.2438,0.3048,1.2599,0.2341,0.9144,0.1198,0.4,0.8,0.1143,1
1.8786,0.6554,3.0328,0.2438,0.4064,1.2554,0.2113,1.016,0.097,0.4,0.8,0.1143,1
1.8916,0.6681,3.0328,0.2438,0.508,1.252,0.1945,1.1176,0.0802,0.4,0.8,0.1143,1
1.903,0.6807,3.0328,0.2438,0.6096,1.2494,0.1817,1.2192,0.0674,0.4,0.8,0.1143,1
1.9134,0.6932,3.0328,0.2438,0.7112,1.2474,0.1717,1.3208,0.0574,0.4,0.8,0.1143,1
1.769,0.6246,3.0328,0.2438,0.3048,1.0035,0.2341,0.9144,0.1198,0.4,0.6,0.1143,1
1.7832,0.6383,3.0328,0.2438,0.4064,0.9944,0.2113,1.016,0.097,0.4,0.6,0.1143,1
1.7949,0.6516,3.0328,0.2438,0.508,0.9876,0.1945,1.1176,0.0802,0.4,0.6,0.1143,1
1.8053,0.6647,3.0328,0.2438,0.6096,0.9825,0.1817,1.2192,0.0674,0.4,0.6,0.1143,1
1.815,0.6779,3.0328,0.2438,0.7112,0.9785,0.1717,1.3208,0.0574,0.4,0.6,0.1143,1
1.6752,0.6049,3.0328,0.2438,0.3048,0.747,0.2341,0.9144,0.1198,0.4,0.4,0.1143,1
1.6877,0.6192,3.0328,0.2438,0.4064,0.7333,0.2113,1.016,0.097,0.4,0.4,0.1143,1
1.6982,0.6332,3.0328,0.2438,0.508,0.7232,0.1945,1.1176,0.0802,0.4,0.4,0.1143,1
1.7077,0.647,3.0328,0.2438,0.6096,0.7156,0.1817,1.2192,0.0674,0.4,0.4,0.1143,1
1.7166,0.6609,3.0328,0.2438,0.7112,0.7096,0.1717,1.3208,0.0574,0.4,0.4,0.1143,1
1.5814,0.5829,3.0328,0.2438,0.3048,0.4905,0.2341,0.9144,0.1198,0.4,0.2,0.1143,1
1.5922,0.5979,3.0328,0.2438,0.4064,0.4723,0.2113,1.016,0.097,0.4,0.2,0.1143,1
1.6015,0.6125,3.0328,0.2438,0.508,0.4589,0.1945,1.1176,0.0802,0.4,0.2,0.1143,1
1.6101,0.6271,3.0328,0.2438,0.6096,0.4486,0.1817,1.2192,0.0674,0.4,0.2,0.1143,1
1.6183,0.6418,3.0328,0.2438,0.7112,0.4406,0.1717,1.3208,0.0574,0.4,0.2,0.1143,1
1.8316,0.6421,3.0328,0.1219,0.3048,1.2599,0.2341,0.9144,0.1198,0.2,0.8,0.1143,1
1.8468,0.6555,3.0328,0.1219,0.4064,1.2554,0.2113,1.016,0.097,0.2,0.8,0.1143,1
1.8594,0.6685,3.0328,0.1219,0.508,1.252,0.1945,1.1176,0.0802,0.2,0.8,0.1143,1
1.8704,0.6812,3.0328,0.1219,0.6096,1.2494,0.1817,1.2192,0.0674,0.2,0.8,0.1143,1
1.8806,0.694,3.0328,0.1219,0.7112,1.2474,0.1717,1.3208,0.0574,0.2,0.8,0.1143,1
1.7065,0.6236,3.0328,0.1219,0.3048,1.0035,0.2341,0.9144,0.1198,0.2,0.6,0.1143,1
1.7195,0.6379,3.0328,0.1219,0.4064,0.9944,0.2113,1.016,0.097,0.2,0.6,0.1143,1
1.7304,0.6516,3.0328,0.1219,0.508,0.9876,0.1945,1.1176,0.0802,0.2,0.6,0.1143,1
1.7402,0.6653,3.0328,0.1219,0.6096,0.9825,0.1817,1.2192,0.0674,0.2,0.6,0.1143,1
1.7494,0.679,3.0328,0.1219,0.7112,0.9785,0.1717,1.3208,0.0574,0.2,0.6,0.1143,1
1.5814,0.6022,3.0328,0.1219,0.3048,0.747,0.2341,0.9144,0.1198,0.2,0.4,0.1143,1
1.5922,0.6174,3.0328,0.1219,0.4064,0.7333,0.2113,1.016,0.097,0.2,0.4,0.1143,1
1.6015,0.6321,3.0328,0.1219,0.508,0.7232,0.1945,1.1176,0.0802,0.2,0.4,0.1143,1
1.6101,0.6468,3.0328,0.1219,0.6096,0.7156,0.1817,1.2192,0.0674,0.2,0.4,0.1143,1
1.6183,0.6615,3.0328,0.1219,0.7112,0.7096,0.1717,1.3208,0.0574,0.2,0.4,0.1143,1
1.4564,0.5772,3.0328,0.1219,0.3048,0.4905,0.2341,0.9144,0.1198,0.2,0.2,0.1143,1
1.4649,0.5933,3.0328,0.1219,0.4064,0.4723,0.2113,1.016,0.097,0.2,0.2,0.1143,1
1.4726,0.6092,3.0328,0.1219,0.508,0.4589,0.1945,1.1176,0.0802,0.2,0.2,0.1143,1
1.4799,0.625,3.0328,0.1219,0.6096,0.4486,0.1817,1.2192,0.0674,0.2,0.2,0.1143,1
1.4871,0.641,3.0328,0.1219,0.7112,0.4406,0.1717,1.3208,0.0574,0.2,0.2,0.1143,1
1.9379,0.6553,3.0328,0.4877,0.3048,1.2675,0.2722,0.9144,0.1198,0.8,0.8,0.1524,1
1.9587,0.67,3.0328,0.4877,0.4064,1.263,0.2494,1.016,0.097,0.8,0.8,0.1524,1
1.9764,0.6844,3.0328,0.4877,0.508,1.2596,0.2326,1.1176,0.0802,0.8,0.8,0.1524,1
1.9922,0.6989,3.0328,0.4877,0.6096,1.2571,0.2198,1.2192,0.0674,0.8,0.8,0.1524,1
2.007,0.7135,3.0328,0.4877,0.7112,1.2551,0.2098,1.3208,0.0574,0.8,0.8,0.1524,1
1.9076,0.6476,3.0328,0.4877,0.3048,1.0187,0.2722,0.9144,0.1198,0.8,0.6,0.1524,1
1.9278,0.6625,3.0328,0.4877,0.4064,1.0096,0.2494,1.016,0.097,0.8,0.6,0.1524,1
1.9451,0.6771,3.0328,0.4877,0.508,1.0029,0.2326,1.1176,0.0802,0.8,0.6,0.1524,1
1.9606,0.6918,3.0328,0.4877,0.6096,0.9977,0.2198,1.2192,0.0674,0.8,0.6,0.1524,1
1.9751,0.7066,3.0328,0.4877,0.7112,0.9938,0.2098,1.3208,0.0574,0.8,0.6,0.1524,1
1.8772,0.6397,3.0328,0.4877,0.3048,0.7699,0.2722,0.9144,0.1198,0.8,0.4,0.1524,1
1.8969,0.6548,3.0328,0.4877,0.4064,0.7562,0.2494,1.016,0.097,0.8,0.4,0.1524,1
1.9138,0.6696,3.0328,0.4877,0.508,0.7461,0.2326,1.1176,0.0802,0.8,0.4,0.1524,1
1.929,0.6845,3.0328,0.4877,0.6096,0.7384,0.2198,1.2192,0.0674,0.8,0.4,0.1524,1
1.9432,0.6996,3.0328,0.4877,0.7112,0.7324,0.2098,1.3208,0.0574,0.8,0.4,0.1524,1
1.8469,0.6315,3.0328,0.4877,0.3048,0.521,0.2722,0.9144,0.1198,0.8,0.2,0.1524,1
1.866,0.6468,3.0328,0.4877,0.4064,0.5028,0.2494,1.016,0.097,0.8,0.2,0.1524,1
1.8824,0.6618,3.0328,0.4877,0.508,0.4893,0.2326,1.1176,0.0802,0.8,0.2,0.1524,1
1.8974,0.6769,3.0328,0.4877,0.6096,0.4791,0.2198,1.2192,0.0674,0.8,0.2,0.1524,1
1.9114,0.6923,3.0328,0.4877,0.7112,0.4711,0.2098,1.3208,0.0574,0.8,0.2,0.1524,1
1.9076,0.6502,3.0328,0.3658,0.3048,1.2675,0.2722,0.9144,0.1198,0.6,0.8,0.1524,1
1.9278,0.6651,3.0328,0.3658,0.4064,1.263,0.2494,1.016,0.097,0.6,0.8,0.1524,1
1.9451,0.6798,3.0328,0.3658,0.508,1.2596,0.2326,1.1176,0.0802,0.6,0.8,0.1524,1
1.9606,0.6944,3.0328,0.3658,0.6096,1.2571,0.2198,1.2192,0.0674,0.6,0.8,0.1524,1
1.9751,0.7093,3.0328,0.3658,0.7112,1.2551,0.2098,1.3208,0.0574,0.6,0.8,0.1524,1
1.8469,0.6368,3.0328,0.3658,0.3048,1.0187,0.2722,0.9144,0.1198,0.6,0.6,0.1524,1
1.866,0.6522,3.0328,0.3658,0.4064,1.0096,0.2494,1.016,0.097,0.6,0.6,0.1524,1
1.8824,0.6672,3.0328,0.3658,0.508,1.0029,0.2326,1.1176,0.0802,0.6,0.6,0.1524,1
1.8974,0.6823,3.0328,0.3658,0.6096,0.9977,0.2198,1.2192,0.0674,0.6,0.6,0.1524,1
1.9114,0.6977,3.0328,0.3658,0.7112,0.9938,0.2098,1.3208,0.0574,0.6,0.6,0.1524,1
1.7862,0.6226,3.0328,0.3658,0.3048,0.7699,0.2722,0.9144,0.1198,0.6,0.4,0.1524,1
1.8042,0.6383,3.0328,0.3658,0.4064,0.7562,0.2494,1.016,0.097,0.6,0.4,0.1524,1
1.8198,0.6538,3.0328,0.3658,0.508,0.7461,0.2326,1.1176,0.0802,0.6,0.4,0.1524,1
